受付日時,チケットID,カテゴリ,部門,優先度,対応者役職,対応時間分,解決日,FCRフラグ,SLA達成,再発フラグ,対応形態,問合せソース,要因区分,顧客満足度
2024-12-24 00:05,HD2412241745,SaaS利用,人事,低,主任,19,2024-12-24,あり,達成,なし,電話,チャット,仕様,5
2025-04-29 21:50,HD2504291746,ネットワーク,経理,中,係長,67,2025-04-29,あり,達成,なし,リモート,電話,外部要因,4
2024-11-30 04:19,HD2411301747,ネットワーク,マーケ,中,主任,51,2024-11-30,なし,達成,なし,リモート,チケット,教育不足,3
2026-04-15 17:41,HD2604151748,ネットワーク,営業,中,課長,33,2026-04-15,あり,達成,なし,オンサイト,チケット,ハード故障,5
2026-05-01 21:58,HD2605011749,ネットワーク,人事,中,課長,60,2026-05-01,なし,達成,なし,リモート,チケット,仕様,4
2026-03-17 23:51,HD2603171750,セキュリティ,情シス,高,主任,180,2026-03-18,あり,未達,なし,電話,チャット,設定不備,1
2025-12-02 18:07,HD2512021751,その他,情シス,中,主任,95,2025-12-02,あり,達成,なし,リモート,チケット,外部要因,5
2026-01-18 23:25,HD2601181752,業務システム,経理,低,課長,21,2026-01-18,あり,達成,なし,リモート,チケット,外部要因,4
2025-04-14 07:49,HD2504141753,PCトラブル,開発,高,主任,144,2025-04-14,あり,達成,なし,リモート,チケット,外部要因,5
2025-09-16 11:30,HD2509161754,PCトラブル,総務,中,課長,47,2025-09-16,なし,達成,なし,電話,対面,仕様,4
2025-07-07 13:37,HD2507071755,プリンタ,開発,高,主任,117,2025-07-07,あり,未達,なし,オンサイト,チケット,仕様,2
2025-06-24 03:02,HD2506241756,VPN,経理,低,係長,30,2025-06-24,あり,達成,なし,リモート,対面,外部要因,5
2025-05-03 02:16,HD2505031757,SaaS利用,経理,高,課長,104,2025-05-03,あり,未達,なし,オンサイト,チケット,ハード故障,3
2025-10-15 08:21,HD2510151758,業務システム,製造,低,主任,34,2025-10-15,あり,達成,なし,リモート,チケット,ハード故障,5
2024-01-21 14:53,HD2401211759,プリンタ,営業,高,課長,217,2024-01-21,あり,未達,なし,リモート,メール,設定不備,2
2026-05-16 11:20,HD2605161760,SaaS利用,総務,中,課長,94,2026-05-16,あり,達成,なし,リモート,メール,教育不足,5
2025-07-18 13:18,HD2507181761,アカウント,経理,低,主任,34,2025-07-18,あり,達成,なし,リモート,チケット,設定不備,5
2025-02-14 16:20,HD2502141762,VPN,総務,低,主任,31,2025-02-14,あり,達成,なし,電話,電話,仕様,5
2024-09-25 02:48,HD2409251763,SaaS利用,総務,中,係長,48,2024-09-25,あり,達成,あり,電話,チケット,外部要因,5
2025-06-06 14:47,HD2506061764,PCトラブル,製造,低,主任,27,2025-06-06,あり,達成,なし,リモート,チケット,教育不足,5
2025-09-07 14:10,HD2509071765,アカウント,開発,中,係長,74,2025-09-07,あり,達成,なし,リモート,電話,教育不足,5
2024-01-14 16:21,HD2401141766,PCトラブル,情シス,低,課長,25,2024-01-14,あり,達成,なし,リモート,チャット,教育不足,5
2025-01-03 17:46,HD2501031767,PCトラブル,開発,低,課長,17,2025-01-03,あり,達成,なし,リモート,チャット,設定不備,4
2026-03-04 06:09,HD2603041768,ネットワーク,開発,中,課長,30,2026-03-04,あり,達成,なし,オンサイト,チャット,教育不足,5
2025-06-18 01:23,HD2506181769,ネットワーク,経理,低,係長,8,2025-06-18,あり,達成,あり,リモート,メール,設定不備,4
2024-12-17 13:49,HD2412171770,PCトラブル,開発,低,課長,21,2024-12-17,あり,達成,なし,リモート,チャット,ハード故障,5
2025-04-14 23:26,HD2504141771,VPN,マーケ,中,課長,68,2025-04-15,あり,達成,なし,リモート,電話,設定不備,4
2024-11-26 01:23,HD2411261772,メール,営業,低,係長,36,2024-11-26,あり,達成,なし,電話,チャット,脆弱性,5
2025-01-16 08:53,HD2501161773,SaaS利用,マーケ,中,主任,67,2025-01-16,あり,達成,なし,リモート,チケット,設定不備,5
2026-05-17 01:46,HD2605171774,PCトラブル,総務,高,係長,115,2026-05-17,あり,達成,なし,オンサイト,チケット,教育不足,5
2025-07-20 05:17,HD2507201775,業務システム,法務,低,係長,37,2025-07-20,あり,達成,なし,オンサイト,チャット,外部要因,5
2025-07-25 05:24,HD2507251776,アカウント,人事,低,課長,17,2025-07-25,あり,達成,あり,リモート,チケット,ハード故障,4
2024-11-27 21:51,HD2411271777,セキュリティ,法務,中,係長,65,2024-11-27,あり,達成,あり,リモート,チャット,設定不備,5
2024-07-02 00:51,HD2407021778,アカウント,経理,中,係長,93,2024-07-02,あり,達成,なし,電話,チャット,脆弱性,5
2025-01-24 01:19,HD2501241779,PCトラブル,製造,中,主任,57,2025-01-24,あり,達成,なし,リモート,チケット,設定不備,4
2026-04-09 05:18,HD2604091780,PCトラブル,開発,中,係長,56,2026-04-09,あり,達成,なし,電話,チケット,設定不備,5
2024-01-11 18:53,HD2401111781,プリンタ,開発,中,課長,67,2024-01-11,あり,達成,なし,リモート,チャット,仕様,4
2025-08-14 00:45,HD2508141782,その他,人事,中,課長,76,2025-08-14,あり,達成,なし,リモート,メール,その他,5
2025-04-25 00:09,HD2504251783,SaaS利用,製造,低,主任,25,2025-04-25,なし,達成,なし,リモート,対面,外部要因,5
2025-08-06 01:25,HD2508061784,業務システム,人事,低,係長,30,2025-08-06,あり,達成,なし,リモート,チャット,設定不備,5
2024-12-29 02:08,HD2412291785,セキュリティ,総務,高,係長,204,2024-12-29,あり,未達,なし,リモート,メール,教育不足,1
2024-07-04 04:27,HD2407041786,PCトラブル,営業,低,係長,10,2024-07-04,あり,達成,なし,リモート,メール,設定不備,5
2025-08-10 10:17,HD2508101787,VPN,人事,中,課長,55,2025-08-10,あり,達成,あり,リモート,対面,ハード故障,4
2025-04-07 06:50,HD2504071788,PCトラブル,経理,低,係長,27,2025-04-07,なし,達成,なし,リモート,チケット,教育不足,4
2026-04-20 02:06,HD2604201789,PCトラブル,開発,中,係長,77,2026-04-20,あり,達成,なし,オンサイト,チャット,外部要因,5
2026-01-03 08:39,HD2601031790,PCトラブル,情シス,中,係長,88,2026-01-03,あり,達成,なし,オンサイト,チケット,設定不備,5
2026-05-06 18:36,HD2605061791,PCトラブル,営業,低,主任,21,2026-05-06,なし,達成,なし,電話,チャット,その他,4
2025-08-21 04:25,HD2508211792,VPN,情シス,緊急,主任,155,2025-08-21,あり,未達,なし,電話,チャット,ハード故障,1
2025-10-17 19:02,HD2510171793,PCトラブル,情シス,低,係長,11,2025-10-17,あり,達成,なし,リモート,チャット,教育不足,5
2025-02-07 12:41,HD2502071794,プリンタ,人事,低,課長,29,2025-02-07,あり,達成,なし,リモート,チャット,設定不備,5
2026-03-07 03:19,HD2603071795,セキュリティ,法務,低,課長,31,2026-03-07,あり,達成,なし,オンサイト,チケット,設定不備,5
2025-03-31 14:33,HD2503311796,アカウント,総務,中,課長,39,2025-03-31,あり,達成,なし,オンサイト,チャット,設定不備,5
2025-12-04 10:40,HD2512041797,SaaS利用,経理,中,課長,71,2025-12-04,なし,達成,なし,リモート,チケット,ハード故障,4
2024-11-09 15:42,HD2411091798,アカウント,開発,中,主任,23,2024-11-09,あり,達成,なし,リモート,チャット,教育不足,5
2024-02-29 19:08,HD2402291799,アカウント,人事,低,係長,32,2024-02-29,あり,達成,なし,リモート,チケット,教育不足,5
2025-10-18 20:51,HD2510181800,PCトラブル,人事,高,係長,105,2025-10-18,あり,達成,なし,リモート,チケット,脆弱性,5
2026-02-09 17:51,HD2602091801,プリンタ,総務,高,主任,100,2026-02-09,あり,未達,なし,オンサイト,メール,設定不備,3
2024-08-31 17:43,HD2408311802,PCトラブル,総務,低,主任,32,2024-08-31,あり,達成,なし,電話,チケット,教育不足,5
2024-07-14 15:34,HD2407141803,アカウント,人事,低,係長,19,2024-07-14,あり,達成,なし,電話,チケット,教育不足,4
2025-01-18 01:54,HD2501181804,SaaS利用,総務,低,主任,18,2025-01-18,あり,達成,なし,オンサイト,チケット,外部要因,5
2024-03-01 14:47,HD2403011805,ネットワーク,製造,低,係長,23,2024-03-01,あり,達成,なし,リモート,電話,教育不足,5
2026-05-04 18:10,HD2605041806,PCトラブル,製造,中,課長,49,2026-05-04,あり,達成,なし,リモート,チケット,ハード故障,4
2025-11-04 22:03,HD2511041807,アカウント,法務,中,課長,24,2025-11-04,あり,達成,なし,電話,メール,教育不足,5
2025-02-28 00:44,HD2502281808,アカウント,開発,緊急,係長,265,2025-02-28,あり,未達,なし,オンサイト,メール,設定不備,1
2025-06-25 17:06,HD2506251809,アカウント,情シス,中,係長,103,2025-06-25,あり,達成,なし,リモート,チケット,脆弱性,4
2024-01-29 16:24,HD2401291810,ネットワーク,開発,中,主任,84,2024-01-29,あり,達成,なし,電話,チケット,ハード故障,5
2024-04-18 04:30,HD2404181811,アカウント,経理,中,課長,64,2024-04-18,あり,達成,なし,リモート,チケット,ハード故障,5
2024-05-17 10:55,HD2405171812,PCトラブル,総務,緊急,課長,79,2024-05-17,あり,未達,なし,リモート,チャット,設定不備,1
2025-08-22 09:08,HD2508221813,アカウント,開発,中,課長,41,2025-08-22,あり,達成,なし,オンサイト,電話,設定不備,5
2026-04-26 06:40,HD2604261814,PCトラブル,情シス,低,課長,27,2026-04-26,あり,達成,なし,リモート,メール,脆弱性,4
2025-10-10 16:56,HD2510101815,ネットワーク,総務,低,係長,12,2025-10-10,あり,達成,なし,リモート,チャット,設定不備,5
2025-04-04 15:37,HD2504041816,アカウント,情シス,低,課長,9,2025-04-04,あり,達成,なし,オンサイト,チケット,その他,5
2024-02-06 11:48,HD2402061817,メール,情シス,高,課長,102,2024-02-06,あり,未達,なし,オンサイト,メール,設定不備,2
2025-07-15 18:30,HD2507151818,VPN,マーケ,高,課長,197,2025-07-15,あり,未達,なし,リモート,チケット,教育不足,1
2024-01-30 03:05,HD2401301819,プリンタ,経理,高,課長,125,2024-01-30,なし,達成,なし,リモート,チケット,仕様,4
2025-11-02 08:42,HD2511021820,ネットワーク,営業,中,課長,74,2025-11-02,あり,達成,なし,リモート,電話,ハード故障,5
2024-10-14 10:23,HD2410141821,PCトラブル,営業,低,係長,36,2024-10-14,あり,達成,なし,リモート,メール,教育不足,5
2024-10-12 06:54,HD2410121822,ネットワーク,開発,低,課長,12,2024-10-12,なし,達成,なし,リモート,チケット,ハード故障,3
2024-04-13 06:25,HD2404131823,セキュリティ,営業,低,係長,15,2024-04-13,あり,達成,なし,電話,チケット,その他,5
2024-05-02 03:01,HD2405021824,セキュリティ,人事,低,係長,30,2024-05-02,あり,達成,なし,電話,チャット,設定不備,5
2025-01-29 08:57,HD2501291825,アカウント,人事,低,主任,31,2025-01-29,あり,達成,なし,オンサイト,メール,外部要因,4
2024-09-13 13:01,HD2409131826,ネットワーク,経理,低,課長,12,2024-09-13,なし,達成,なし,オンサイト,チケット,ハード故障,3
2026-01-30 13:29,HD2601301827,プリンタ,開発,低,課長,26,2026-01-30,あり,達成,あり,オンサイト,チャット,教育不足,5
2026-01-01 09:57,HD2601011828,メール,開発,低,課長,44,2026-01-01,あり,達成,なし,オンサイト,チケット,外部要因,5
2025-04-26 04:25,HD2504261829,VPN,マーケ,中,主任,44,2025-04-26,あり,達成,なし,リモート,チケット,仕様,4
2024-11-20 11:30,HD2411201830,セキュリティ,開発,低,課長,18,2024-11-20,あり,達成,なし,リモート,チャット,ハード故障,4
2025-05-28 14:33,HD2505281831,プリンタ,経理,高,主任,123,2025-05-28,あり,未達,あり,オンサイト,チケット,外部要因,1
2025-12-21 11:17,HD2512211832,セキュリティ,マーケ,中,係長,84,2025-12-21,あり,達成,なし,オンサイト,電話,教育不足,5
2026-01-05 23:02,HD2601051833,PCトラブル,法務,高,課長,148,2026-01-06,あり,達成,なし,電話,チャット,ハード故障,5
2024-06-10 11:50,HD2406101834,メール,情シス,低,課長,16,2024-06-10,あり,達成,なし,オンサイト,チケット,教育不足,5
2024-11-16 01:20,HD2411161835,プリンタ,マーケ,低,係長,27,2024-11-16,あり,達成,なし,オンサイト,メール,仕様,5
2025-06-07 18:17,HD2506071836,メール,人事,低,課長,33,2025-06-07,あり,達成,なし,リモート,チャット,仕様,4
2025-04-23 06:23,HD2504231837,アカウント,人事,低,主任,26,2025-04-23,あり,達成,なし,オンサイト,メール,設定不備,4
2025-12-31 00:02,HD2512311838,業務システム,総務,低,課長,7,2025-12-31,あり,達成,なし,リモート,メール,設定不備,5
2024-12-13 19:22,HD2412131839,ネットワーク,情シス,中,主任,79,2024-12-13,あり,達成,なし,電話,チケット,仕様,5
2025-09-29 09:19,HD2509291840,アカウント,開発,低,課長,34,2025-09-29,あり,達成,なし,オンサイト,メール,仕様,5
2024-06-16 06:52,HD2406161841,PCトラブル,マーケ,中,課長,56,2024-06-16,あり,達成,なし,リモート,チケット,教育不足,5
2025-12-20 22:11,HD2512201842,アカウント,情シス,中,主任,74,2025-12-20,あり,達成,なし,オンサイト,チケット,その他,5
2025-01-19 11:41,HD2501191843,セキュリティ,人事,緊急,課長,215,2025-01-19,あり,未達,なし,リモート,チャット,設定不備,3
2025-07-12 12:58,HD2507121844,VPN,製造,中,係長,71,2025-07-12,なし,達成,なし,リモート,チケット,設定不備,4
2024-10-03 00:50,HD2410031845,PCトラブル,情シス,緊急,課長,317,2024-10-03,なし,未達,なし,オンサイト,メール,設定不備,1
2025-10-24 00:51,HD2510241846,メール,総務,中,課長,20,2025-10-24,あり,達成,なし,リモート,メール,仕様,5
2024-05-05 00:25,HD2405051847,アカウント,法務,中,主任,59,2024-05-05,あり,達成,なし,リモート,チケット,教育不足,5
2026-03-21 00:56,HD2603211848,ネットワーク,総務,中,課長,72,2026-03-21,あり,達成,なし,リモート,チケット,外部要因,5
2025-04-08 17:36,HD2504081849,業務システム,営業,中,主任,110,2025-04-08,あり,達成,なし,リモート,チャット,教育不足,5
2025-05-07 01:53,HD2505071850,ネットワーク,総務,中,係長,57,2025-05-07,あり,達成,なし,リモート,電話,仕様,5
2025-08-21 08:17,HD2508211851,アカウント,マーケ,高,係長,72,2025-08-21,あり,達成,なし,リモート,電話,設定不備,5
2025-11-23 06:25,HD2511231852,ネットワーク,人事,高,係長,71,2025-11-23,あり,達成,なし,オンサイト,チケット,教育不足,4
2024-04-28 11:39,HD2404281853,メール,総務,低,主任,23,2024-04-28,あり,達成,なし,リモート,メール,設定不備,5
2024-06-11 06:19,HD2406111854,業務システム,製造,中,主任,40,2024-06-11,あり,達成,あり,リモート,チケット,教育不足,5
2025-02-03 17:12,HD2502031855,SaaS利用,総務,高,主任,239,2025-02-03,あり,未達,なし,リモート,電話,その他,1
2025-05-13 14:28,HD2505131856,ネットワーク,開発,低,係長,23,2025-05-13,あり,達成,あり,リモート,チャット,教育不足,5
2024-05-10 21:56,HD2405101857,アカウント,人事,中,係長,51,2024-05-10,あり,達成,なし,リモート,チャット,設定不備,4
