訪問日,訪問ID,顧客名,業種,契約プラン,設備型式,対応区分,所要時間分,部品費,作業費,総費用,SLA達成,一次解決,再訪問,担当エンジニア,訪問距離km,リモート判定,対応難易度,顧客満足度,受付チャネル
2026-02-04,V001305,東和建設,建設,スタンダード,AX-1000,ソフトウェア更新,63,0,8566,8566,達成,解決,なし,E014,159.5,可,低,4.6,Web
2026-02-05,V001306,暮らしの匠,小売,ベーシック,MX-100,緊急修理,165,16127,18366,34493,達成,解決,なし,E019,43.3,不可,低,4.5,アプリ
2026-02-05,V001307,東都フィナンシャル証券,金融,ベーシック,AX-2000,予防保全,119,43129,19010,62139,未達,解決,なし,E009,161.7,不可,中,1.8,アプリ
2026-02-06,V001308,花鳥風月,観光,スポット,MX-300,再訪問対応,139,36536,17122,53658,達成,未解決,あり,E011,8.7,不可,低,3.9,電話
2026-02-06,V001309,大和精機製作所,製造業,スタンダード,AX-1000,定期点検,85,0,10427,10427,達成,未解決,なし,E025,135.8,不可,中,4.5,Web
2026-02-07,V001310,東京湾岸エナジー,電力,プレミアム,MX-300,予防保全,122,77185,21887,99072,達成,解決,なし,E008,40.4,不可,高,4.0,電話
2026-02-07,V001311,東京湾岸エナジー,電力,スタンダード,RX-500,ソフトウェア更新,52,0,7380,7380,達成,解決,なし,E005,168.0,可,高,3.5,アプリ
2026-02-07,V001312,日本橋製薬,製薬,スタンダード,AX-1000,緊急修理,143,9346,16513,25859,未達,解決,なし,E024,162.8,不可,高,3.7,現地
2026-02-08,V001313,東都フィナンシャル証券,金融,スタンダード,RX-500,緊急修理,130,19276,14724,34000,達成,解決,なし,E019,98.2,不可,低,2.8,電話
2026-02-08,V001314,大和精機製作所,製造業,ベーシック,MX-300,再訪問対応,138,56209,24031,80240,未達,解決,なし,E015,48.1,不可,高,3.1,電話
2026-02-08,V001315,花鳥風月,観光,スタンダード,RX-500,部品交換,79,25970,13808,39778,達成,解決,なし,E018,10.9,不可,低,3.3,Web
2026-02-09,V001316,東都フィナンシャル証券,金融,スポット,MX-300,再訪問対応,54,25577,6527,32104,達成,解決,なし,E019,108.6,不可,中,4.0,メール
2026-02-09,V001317,株式会社ミライテック,IT,ベーシック,PX-80,再訪問対応,124,65631,15802,81433,達成,解決,なし,E003,35.4,不可,中,2.8,Web
2026-02-10,V001318,大和精機製作所,製造業,プレミアム,MX-100,定期点検,69,0,10260,10260,達成,未解決,あり,E002,145.7,不可,中,2.7,電話
2026-02-10,V001319,株式会社ネクストブリッジ,IT,プレミアム,RX-500,部品交換,156,48205,18290,66495,達成,解決,なし,E023,174.9,不可,中,3.7,メール
2026-02-11,V001320,東京湾岸エナジー,電力,スタンダード,MX-200,ソフトウェア更新,89,0,14452,14452,達成,解決,なし,E001,46.5,可,低,3.3,メール
2026-02-12,V001321,みどり市役所,公共,プレミアム,MX-200,ソフトウェア更新,55,0,9434,9434,達成,解決,なし,E024,70.1,不可,高,3.6,電話
2026-02-12,V001322,東北ロジスティクス,物流,ベーシック,PX-50,部品交換,124,67824,20936,88760,達成,解決,なし,E011,90.8,不可,中,3.9,電話
2026-02-12,V001323,東和建設,建設,プレミアム,MX-300,定期点検,70,0,9411,9411,達成,解決,なし,E007,110.9,不可,高,4.4,アプリ
2026-02-13,V001324,株式会社ネクストブリッジ,IT,ベーシック,MX-300,ソフトウェア更新,77,0,10702,10702,達成,未解決,あり,E011,49.7,可,低,3.4,Web
2026-02-13,V001325,大和精機製作所,製造業,スタンダード,MX-300,定期点検,125,0,14920,14920,達成,未解決,あり,E006,118.4,不可,中,4.5,Web
2026-02-15,V001326,日本橋製薬,製薬,プレミアム,AX-1000,ソフトウェア更新,49,0,7794,7794,達成,解決,なし,E024,73.6,可,低,4.8,Web
2026-02-16,V001327,日本橋製薬,製薬,プレミアム,PX-80,再訪問対応,118,35975,18130,54105,達成,解決,なし,E011,6.8,不可,中,4.1,電話
2026-02-16,V001328,東京湾岸エナジー,電力,ベーシック,PX-50,再訪問対応,73,31419,11629,43048,達成,未解決,あり,E003,30.0,不可,中,3.6,Web
2026-02-17,V001329,みどり市役所,公共,プレミアム,MX-300,定期点検,65,0,10386,10386,達成,解決,なし,E018,97.8,不可,高,3.1,アプリ
2026-02-17,V001330,東都フィナンシャル証券,金融,スポット,PX-80,定期点検,72,0,10627,10627,達成,解決,なし,E025,71.3,不可,高,3.9,Web
2026-02-17,V001331,みどり市役所,公共,ベーシック,MX-100,ソフトウェア更新,38,0,5457,5457,達成,未解決,なし,E013,150.1,可,中,4.0,アプリ
2026-02-17,V001332,東和建設,建設,ベーシック,PX-80,再訪問対応,148,25631,17438,43069,達成,解決,なし,E005,27.1,不可,高,4.3,Web
2026-02-17,V001333,東洋精機,製造業,プレミアム,PX-80,再訪問対応,99,16780,12840,29620,達成,解決,なし,E019,88.4,不可,中,3.6,電話
2026-02-18,V001334,大和精機製作所,製造業,ベーシック,RX-500,緊急修理,70,38396,10519,48915,未達,解決,なし,E017,95.8,不可,中,2.3,Web
2026-02-19,V001335,大和精機製作所,製造業,スタンダード,MX-100,緊急修理,206,24032,32843,56875,未達,解決,なし,E007,13.1,不可,低,3.3,Web
2026-02-19,V001336,東都フィナンシャル証券,金融,プレミアム,AX-2000,緊急修理,127,25522,16371,41893,未達,解決,なし,E018,159.8,不可,高,2.9,電話
2026-02-19,V001337,暮らしの匠,小売,スタンダード,MX-300,ソフトウェア更新,49,0,7487,7487,達成,解決,なし,E006,12.6,可,中,3.5,アプリ
2026-02-20,V001338,花鳥風月,観光,スポット,PX-50,緊急修理,185,52510,29067,81577,未達,未解決,あり,E016,159.1,不可,低,2.7,アプリ
2026-02-20,V001339,みどり市役所,公共,プレミアム,AX-1000,再訪問対応,72,54755,8812,63567,達成,解決,なし,E018,83.0,不可,低,3.8,メール
2026-02-20,V001340,暮らしの匠,小売,プレミアム,MX-200,緊急修理,194,21969,22686,44655,達成,解決,なし,E008,98.2,不可,中,4.9,メール
2026-02-20,V001341,みどり市役所,公共,スタンダード,MX-200,予防保全,105,4593,14534,19127,達成,解決,なし,E004,161.4,不可,低,2.8,電話
2026-02-21,V001342,株式会社ネクストブリッジ,IT,ベーシック,AX-1000,予防保全,127,36917,16169,53086,達成,解決,なし,E020,15.4,不可,低,3.8,アプリ
2026-02-22,V001343,暮らしの匠,小売,プレミアム,MX-200,部品交換,146,72912,23140,96052,未達,解決,なし,E024,64.3,不可,低,2.6,電話
2026-02-22,V001344,暮らしの匠,小売,ベーシック,MX-300,再訪問対応,161,52393,26317,78710,達成,解決,なし,E004,110.9,不可,低,3.9,Web
2026-02-23,V001345,東和建設,建設,スタンダード,MX-300,部品交換,99,3183,16184,19367,達成,解決,なし,E019,133.4,不可,高,3.4,現地
2026-02-23,V001346,東洋精機,製造業,スタンダード,RX-500,緊急修理,42,10248,6867,17115,達成,解決,なし,E001,104.2,不可,低,3.1,現地
2026-02-24,V001347,東洋精機,製造業,ベーシック,RX-500,部品交換,77,76839,10001,86840,達成,解決,なし,E007,51.1,不可,高,3.7,現地
2026-02-25,V001348,花鳥風月,観光,ベーシック,MX-200,ソフトウェア更新,25,0,3350,3350,達成,解決,なし,E004,73.0,可,中,4.3,アプリ
2026-02-25,V001349,東和建設,建設,スタンダード,MX-100,部品交換,85,69471,14146,83617,達成,解決,なし,E006,157.9,不可,低,3.5,電話
2026-02-26,V001350,みどり市役所,公共,スポット,MX-300,ソフトウェア更新,50,0,7606,7606,達成,解決,なし,E018,12.9,不可,低,4.3,メール
2026-02-27,V001351,株式会社ミライテック,IT,プレミアム,PX-50,定期点検,46,0,7650,7650,達成,解決,なし,E018,60.7,不可,低,3.7,現地
2026-02-27,V001352,東京湾岸エナジー,電力,スタンダード,RX-500,部品交換,141,33006,15653,48659,達成,解決,なし,E012,166.7,不可,低,4.3,電話
2026-02-28,V001353,東洋精機,製造業,スタンダード,AX-1000,再訪問対応,184,48647,28548,77195,達成,解決,なし,E012,5.1,不可,高,4.6,アプリ
2026-03-02,V001354,東和建設,建設,スタンダード,PX-50,ソフトウェア更新,69,0,9757,9757,未達,解決,なし,E001,11.2,不可,高,2.9,電話
2026-03-02,V001355,東都フィナンシャル証券,金融,プレミアム,MX-100,定期点検,47,0,5574,5574,達成,解決,なし,E010,43.1,不可,高,4.5,メール
2026-03-02,V001356,大和精機製作所,製造業,スタンダード,MX-100,ソフトウェア更新,78,0,13653,13653,達成,解決,なし,E002,147.7,可,低,3.8,アプリ
2026-03-02,V001357,大和精機製作所,製造業,ベーシック,MX-200,部品交換,88,43343,15423,58766,未達,解決,なし,E006,138.7,不可,低,3.4,電話
2026-03-02,V001358,日本橋製薬,製薬,スタンダード,PX-50,再訪問対応,136,42278,19533,61811,達成,解決,なし,E022,71.2,不可,中,3.6,メール
2026-03-04,V001359,株式会社ミライテック,IT,スタンダード,AX-2000,部品交換,94,66107,15804,81911,達成,未解決,なし,E024,174.6,不可,低,3.9,メール
2026-03-05,V001360,東京湾岸エナジー,電力,プレミアム,MX-100,定期点検,60,0,10508,10508,達成,解決,なし,E016,14.1,不可,中,3.0,Web
2026-03-05,V001361,暮らしの匠,小売,ベーシック,RX-500,ソフトウェア更新,49,0,6578,6578,達成,未解決,あり,E006,59.1,可,中,3.9,Web
2026-03-05,V001362,日本橋製薬,製薬,スタンダード,AX-1000,緊急修理,64,44951,9231,54182,達成,解決,なし,E002,111.5,不可,低,4.8,メール
2026-03-07,V001363,みどり市役所,公共,スタンダード,MX-100,部品交換,95,63815,11981,75796,達成,解決,なし,E025,67.2,不可,低,4.1,Web
2026-03-07,V001364,東和建設,建設,ベーシック,PX-80,定期点検,59,0,10537,10537,未達,未解決,あり,E020,83.8,不可,低,2.8,Web
2026-03-08,V001365,東洋精機,製造業,スタンダード,MX-100,緊急修理,82,10997,12971,23968,達成,解決,なし,E020,44.7,不可,中,4.5,Web
2026-03-08,V001366,株式会社ネクストブリッジ,IT,プレミアム,RX-500,予防保全,108,24818,15508,40326,達成,解決,なし,E018,86.6,不可,低,3.9,アプリ
2026-03-09,V001367,東京湾岸エナジー,電力,ベーシック,AX-1000,緊急修理,162,44917,26086,71003,達成,未解決,あり,E017,87.9,不可,中,3.7,電話
2026-03-10,V001368,大和精機製作所,製造業,スタンダード,MX-200,部品交換,104,67085,12077,79162,達成,解決,なし,E006,87.3,不可,中,5.0,現地
2026-03-11,V001369,花鳥風月,観光,スタンダード,MX-200,部品交換,101,51292,15557,66849,達成,未解決,あり,E011,78.5,不可,高,3.8,電話
2026-03-12,V001370,日本橋製薬,製薬,スタンダード,MX-100,再訪問対応,105,31868,15794,47662,達成,解決,なし,E022,96.6,不可,低,3.7,メール
2026-03-12,V001371,大和精機製作所,製造業,ベーシック,AX-2000,再訪問対応,122,69449,20051,89500,達成,未解決,あり,E022,55.0,不可,中,4.4,現地
2026-03-13,V001372,東北ロジスティクス,物流,スタンダード,RX-500,緊急修理,175,76844,23519,100363,達成,未解決,なし,E024,94.5,不可,高,3.7,電話
2026-03-13,V001373,みどり市役所,公共,プレミアム,MX-300,定期点検,86,0,14861,14861,達成,解決,なし,E005,152.5,不可,中,3.3,メール
2026-03-14,V001374,東都フィナンシャル証券,金融,プレミアム,RX-500,定期点検,40,0,5135,5135,達成,未解決,なし,E009,60.5,不可,低,3.8,Web
2026-03-14,V001375,株式会社ネクストブリッジ,IT,ベーシック,MX-300,予防保全,107,5890,13342,19232,未達,未解決,あり,E018,91.5,不可,中,3.5,電話
2026-03-15,V001376,花鳥風月,観光,スタンダード,RX-500,予防保全,146,77085,22501,99586,達成,未解決,あり,E015,31.7,不可,低,4.1,現地
2026-03-16,V001377,東洋精機,製造業,スタンダード,AX-2000,ソフトウェア更新,61,0,10250,10250,達成,解決,なし,E025,57.7,可,中,3.8,アプリ
2026-03-17,V001378,暮らしの匠,小売,プレミアム,AX-1000,緊急修理,149,77454,18904,96358,達成,解決,なし,E018,106.0,不可,低,3.7,Web
2026-03-17,V001379,みどり市役所,公共,スポット,PX-80,緊急修理,193,7539,28984,36523,達成,解決,なし,E018,124.8,不可,低,4.6,電話
2026-03-17,V001380,みどり市役所,公共,ベーシック,MX-100,部品交換,115,11132,19941,31073,達成,未解決,あり,E017,168.0,不可,中,3.7,アプリ
2026-03-19,V001381,東京湾岸エナジー,電力,ベーシック,MX-300,ソフトウェア更新,44,0,5483,5483,達成,未解決,あり,E021,45.1,可,中,3.6,メール
2026-03-20,V001382,東都フィナンシャル証券,金融,スポット,AX-2000,定期点検,90,0,15322,15322,達成,未解決,あり,E016,148.0,不可,低,4.7,現地
2026-03-21,V001383,東京湾岸エナジー,電力,スタンダード,MX-200,定期点検,119,0,18588,18588,達成,解決,なし,E016,151.2,不可,高,3.8,アプリ
2026-03-22,V001384,東京湾岸エナジー,電力,プレミアム,MX-300,予防保全,80,34685,10451,45136,達成,未解決,なし,E009,94.8,不可,低,4.2,メール
2026-03-22,V001385,東洋精機,製造業,ベーシック,AX-2000,定期点検,115,0,20287,20287,達成,解決,なし,E018,115.0,不可,低,4.0,メール
2026-03-22,V001386,株式会社ミライテック,IT,スタンダード,AX-1000,定期点検,78,0,13931,13931,達成,解決,なし,E014,3.5,不可,低,3.9,Web
2026-03-22,V001387,株式会社ネクストブリッジ,IT,スポット,MX-200,部品交換,81,79591,10707,90298,達成,未解決,あり,E014,39.6,不可,低,3.9,現地
2026-03-22,V001388,花鳥風月,観光,スタンダード,AX-2000,部品交換,59,2471,8842,11313,達成,未解決,なし,E009,32.8,不可,中,3.2,現地
2026-03-23,V001389,東都フィナンシャル証券,金融,ベーシック,AX-1000,部品交換,123,61464,14699,76163,達成,未解決,なし,E007,89.4,不可,低,3.4,電話
2026-03-25,V001390,日本橋製薬,製薬,スタンダード,MX-200,定期点検,96,0,10795,10795,達成,未解決,なし,E017,56.3,不可,低,3.2,現地
2026-03-26,V001391,みどり市役所,公共,スタンダード,PX-50,予防保全,81,32675,10125,42800,達成,解決,なし,E001,52.5,不可,低,4.5,メール
2026-03-26,V001392,大和精機製作所,製造業,ベーシック,MX-100,予防保全,64,56936,11382,68318,未達,未解決,あり,E005,35.2,不可,低,3.1,メール
2026-03-26,V001393,東和建設,建設,プレミアム,MX-100,部品交換,121,6567,19443,26010,達成,未解決,なし,E001,65.4,不可,低,4.2,メール
2026-03-26,V001394,花鳥風月,観光,プレミアム,MX-100,再訪問対応,143,76059,17883,93942,達成,解決,なし,E008,50.2,不可,高,3.7,現地
2026-03-27,V001395,日本橋製薬,製薬,プレミアム,RX-500,再訪問対応,117,38313,17325,55638,達成,解決,なし,E024,84.9,不可,中,3.8,現地
2026-03-28,V001396,株式会社ネクストブリッジ,IT,ベーシック,PX-80,予防保全,45,41131,7449,48580,達成,解決,なし,E023,35.0,不可,低,5.0,Web
2026-03-29,V001397,東京湾岸エナジー,電力,プレミアム,MX-100,定期点検,58,0,7253,7253,達成,解決,なし,E013,86.5,不可,低,4.3,アプリ
2026-03-30,V001398,東北ロジスティクス,物流,プレミアム,MX-300,定期点検,95,0,15787,15787,達成,解決,なし,E012,130.4,不可,低,3.5,Web
2026-03-30,V001399,株式会社ミライテック,IT,スタンダード,MX-100,定期点検,86,0,12439,12439,達成,解決,なし,E019,26.3,不可,高,4.2,電話
2026-03-30,V001400,東洋精機,製造業,スタンダード,RX-500,定期点検,94,0,11683,11683,達成,未解決,なし,E024,146.7,不可,中,4.2,現地
2026-03-31,V001401,株式会社ネクストブリッジ,IT,プレミアム,AX-2000,ソフトウェア更新,63,0,10767,10767,達成,解決,なし,E004,128.4,可,低,3.6,アプリ
2026-04-01,V001402,大和精機製作所,製造業,プレミアム,MX-200,ソフトウェア更新,54,0,9656,9656,達成,解決,なし,E005,27.8,可,低,4.5,Web
2026-04-03,V001403,株式会社ミライテック,IT,プレミアム,AX-2000,定期点検,105,0,12154,12154,達成,解決,なし,E022,171.9,不可,高,3.8,電話
2026-04-03,V001404,日本橋製薬,製薬,スタンダード,RX-500,ソフトウェア更新,82,0,11434,11434,未達,解決,なし,E005,113.3,可,低,3.3,アプリ
2026-04-04,V001405,株式会社ミライテック,IT,ベーシック,PX-80,再訪問対応,126,49066,19013,68079,達成,未解決,なし,E005,64.4,不可,低,4.5,電話
2026-04-04,V001406,大和精機製作所,製造業,ベーシック,AX-1000,予防保全,53,39425,8547,47972,達成,未解決,あり,E009,144.8,不可,高,4.4,アプリ
2026-04-05,V001407,東都フィナンシャル証券,金融,ベーシック,AX-2000,緊急修理,154,70880,19842,90722,達成,解決,なし,E024,83.2,不可,低,4.0,Web
